,secID,ticker,endDate,NAV,publishDate,ACCUM_NAV,currencyCd,ADJUST_NAV,navChg,navChgPct,adjNavChgPct,partyID
1581,162411.XSHE,162411,2018/4/4,0.542,2018/4/4,0.542,CNY,0.542,0.001,0.1848,0.1848,27287
1582,162411.XSHE,162411,2018/4/9,0.545,2018/4/9,0.545,CNY,0.545,0.003,0.5535,0.5535,27287
1583,162411.XSHE,162411,2018/4/10,0.566,2018/4/10,0.566,CNY,0.566,0.021,3.8532,3.8532,27287
1584,162411.XSHE,162411,2018/4/11,0.575,2018/4/11,0.575,CNY,0.575,0.009,1.5901,1.5901,27287
1585,162411.XSHE,162411,2018/4/12,0.573,2018/4/12,0.573,CNY,0.573,-0.002,-0.3478,-0.3478,27287
1586,162411.XSHE,162411,2018/4/13,0.583,2018/4/13,0.583,CNY,0.583,0.01,1.7452,1.7452,27287
1587,162411.XSHE,162411,2018/4/16,0.587,2018/4/16,0.587,CNY,0.587,0.004,0.6861,0.6861,27287
1588,162411.XSHE,162411,2018/4/17,0.589,2018/4/17,0.589,CNY,0.589,0.002,0.3407,0.3407,27287
1589,162411.XSHE,162411,2018/4/18,0.607,2018/4/18,0.607,CNY,0.607,0.018,3.056,3.056,27287
1590,162411.XSHE,162411,2018/4/19,0.606,2018/4/19,0.606,CNY,0.606,-0.001,-0.1647,-0.1647,27287
1591,162411.XSHE,162411,2018/4/20,0.604,2018/4/20,0.604,CNY,0.604,-0.002,-0.33,-0.33,27287
1592,162411.XSHE,162411,2018/4/23,0.61,2018/4/23,0.61,CNY,0.61,0.006,0.9934,0.9934,27287
1593,162411.XSHE,162411,2018/4/24,0.604,2018/4/24,0.604,CNY,0.604,-0.006,-0.9836,-0.9836,27287
1594,162411.XSHE,162411,2018/4/25,0.61,2018/4/25,0.61,CNY,0.61,0.006,0.9934,0.9934,27287
1595,162411.XSHE,162411,2018/4/26,0.62,2018/4/26,0.62,CNY,0.62,0.01,1.6393,1.6393,27287
1596,162411.XSHE,162411,2018/4/27,0.61,2018/4/27,0.61,CNY,0.61,-0.01,-1.6129,-1.6129,27287
1597,162411.XSHE,162411,2018/5/2,0.622,2018/5/3,0.622,CNY,0.622,0.012,1.9672,1.9672,27287
1598,162411.XSHE,162411,2018/5/3,0.612,2018/5/3,0.612,CNY,0.612,-0.01,-1.6077,-1.6077,27287
1599,162411.XSHE,162411,2018/5/4,0.621,2018/5/4,0.621,CNY,0.621,0.009,1.4706,1.4706,27287
1600,162411.XSHE,162411,2018/5/7,0.627,2018/5/8,0.627,CNY,0.627,0.006,0.9662,0.9662,27287
1601,162411.XSHE,162411,2018/5/8,0.639,2018/5/8,0.639,CNY,0.639,0.012,1.9139,1.9139,27287
1602,162411.XSHE,162411,2018/5/9,0.651,2018/5/10,0.651,CNY,0.651,0.012,1.8779,1.8779,27287
1603,162411.XSHE,162411,2018/5/10,0.654,2018/5/10,0.654,CNY,0.654,0.003,0.4608,0.4608,27287
1604,162411.XSHE,162411,2018/5/11,0.646,2018/5/14,0.646,CNY,0.646,-0.008,-1.2232,-1.2232,27287
1605,162411.XSHE,162411,2018/5/14,0.653,2018/5/14,0.653,CNY,0.653,0.007,1.0836,1.0836,27287
1606,162411.XSHE,162411,2018/5/15,0.656,2018/5/15,0.656,CNY,0.656,0.003,0.4594,0.4594,27287
1607,162411.XSHE,162411,2018/5/16,0.664,2018/5/16,0.664,CNY,0.664,0.008,1.2195,1.2195,27287
1608,162411.XSHE,162411,2018/5/17,0.682,2018/5/18,0.682,CNY,0.682,0.018,2.7108,2.7108,27287
1609,162411.XSHE,162411,2018/5/18,0.677,2018/5/18,0.677,CNY,0.677,-0.005,-0.7331,-0.7331,27287
1610,162411.XSHE,162411,2018/5/21,0.693,2018/5/21,0.693,CNY,0.693,0.016,2.3634,2.3634,27287
1611,162411.XSHE,162411,2018/5/22,0.676,2018/5/22,0.676,CNY,0.676,-0.017,-2.4531,-2.4531,27287
1612,162411.XSHE,162411,2018/5/23,0.672,2018/5/24,0.672,CNY,0.672,-0.004,-0.5917,-0.5917,27287
1613,162411.XSHE,162411,2018/5/24,0.664,2018/5/24,0.664,CNY,0.664,-0.008,-1.1905,-1.1905,27287
1614,162411.XSHE,162411,2018/5/25,0.644,2018/5/25,0.644,CNY,0.644,-0.02,-3.012,-3.012,27287
1615,162411.XSHE,162411,2018/5/28,0.645,2018/5/28,0.645,CNY,0.645,0.001,0.1553,0.1553,27287
1616,162411.XSHE,162411,2018/5/29,0.648,2018/5/29,0.648,CNY,0.648,0.003,0.4651,0.4651,27287
1617,162411.XSHE,162411,2018/5/30,0.674,2018/5/31,0.674,CNY,0.674,0.026,4.0123,4.0123,27287
1618,162411.XSHE,162411,2018/5/31,0.667,2018/5/31,0.667,CNY,0.667,-0.007,-1.0386,-1.0386,27287
1619,162411.XSHE,162411,2018/6/1,0.667,2018/6/1,0.667,CNY,0.667,0,0,0,27287
1620,162411.XSHE,162411,2018/6/4,0.653,2018/6/5,0.653,CNY,0.653,-0.014,-2.099,-2.099,27287
1621,162411.XSHE,162411,2018/6/5,0.65,2018/6/6,0.65,CNY,0.65,-0.003,-0.4594,-0.4594,27287
1622,162411.XSHE,162411,2018/6/6,0.65,2018/6/6,0.65,CNY,0.65,0,0,0,27287
1623,162411.XSHE,162411,2018/6/7,0.665,2018/6/7,0.665,CNY,0.665,0.015,2.3077,2.3077,27287
1624,162411.XSHE,162411,2018/6/8,0.663,2018/6/8,0.663,CNY,0.663,-0.002,-0.3008,-0.3008,27287
1625,162411.XSHE,162411,2018/6/11,0.668,2018/6/12,0.668,CNY,0.668,0.005,0.7541,0.7541,27287
1626,162411.XSHE,162411,2018/6/12,0.666,2018/6/13,0.666,CNY,0.666,-0.002,-0.2994,-0.2994,27287
1627,162411.XSHE,162411,2018/6/13,0.666,2018/6/14,0.666,CNY,0.666,0,0,0,27287
1628,162411.XSHE,162411,2018/6/14,0.657,2018/6/14,0.657,CNY,0.657,-0.009,-1.3514,-1.3514,27287
1629,162411.XSHE,162411,2018/6/15,0.643,2018/6/15,0.643,CNY,0.643,-0.014,-2.1309,-2.1309,27287
1630,162411.XSHE,162411,2018/6/19,0.662,2018/6/19,0.662,CNY,0.662,0.019,2.9549,2.9549,27287
1631,162411.XSHE,162411,2018/6/20,0.676,2018/6/20,0.676,CNY,0.676,0.014,2.1148,2.1148,27287
1632,162411.XSHE,162411,2018/6/21,0.66,2018/6/21,0.66,CNY,0.66,-0.016,-2.3669,-2.3669,27287
1633,162411.XSHE,162411,2018/6/22,0.681,2018/6/25,0.681,CNY,0.681,0.021,3.1818,3.1818,27287
1634,162411.XSHE,162411,2018/6/25,0.665,2018/6/25,0.665,CNY,0.665,-0.016,-2.3495,-2.3495,27287
1635,162411.XSHE,162411,2018/6/26,0.684,2018/6/27,0.684,CNY,0.684,0.019,2.8571,2.8571,27287
1636,162411.XSHE,162411,2018/6/27,0.697,2018/6/27,0.697,CNY,0.697,0.013,1.9006,1.9006,27287
1637,162411.XSHE,162411,2018/6/28,0.699,2018/6/28,0.699,CNY,0.699,0.002,0.2869,0.2869,27287
1638,162411.XSHE,162411,2018/6/29,0.703,2018/6/29,0.703,CNY,0.703,0.004,0.5722,0.5722,27287
1639,162411.XSHE,162411,2018/6/30,0.703,,0.703,CNY,0.703,0,0,0,27287
1640,162411.XSHE,162411,2018/7/2,0.69,2018/7/2,0.69,CNY,0.69,-0.013,-1.8492,-1.8492,27287
1641,162411.XSHE,162411,2018/7/3,0.701,2018/7/3,0.701,CNY,0.701,0.011,1.5942,1.5942,27287
1642,162411.XSHE,162411,2018/7/4,0.702,2018/7/4,0.702,CNY,0.702,0.001,0.1427,0.1427,27287
1643,162411.XSHE,162411,2018/7/5,0.697,2018/7/6,0.697,CNY,0.697,-0.005,-0.7123,-0.7123,27287
1644,162411.XSHE,162411,2018/7/6,0.711,2018/7/9,0.711,CNY,0.711,0.014,2.0086,2.0086,27287
1645,162411.XSHE,162411,2018/7/9,0.729,2018/7/9,0.729,CNY,0.729,0.018,2.5316,2.5316,27287
1646,162411.XSHE,162411,2018/7/10,0.726,2018/7/10,0.726,CNY,0.726,-0.003,-0.4115,-0.4115,27287
1647,162411.XSHE,162411,2018/7/11,0.707,2018/7/11,0.707,CNY,0.707,-0.019,-2.6171,-2.6171,27287
1648,162411.XSHE,162411,2018/7/12,0.71,2018/7/12,0.71,CNY,0.71,0.003,0.4243,0.4243,27287
1649,162411.XSHE,162411,2018/7/13,0.711,2018/7/13,0.711,CNY,0.711,0.001,0.1408,0.1408,27287
1650,162411.XSHE,162411,2018/7/16,0.698,2018/7/16,0.698,CNY,0.698,-0.013,-1.8284,-1.8284,27287
1651,162411.XSHE,162411,2018/7/17,0.698,2018/7/18,0.698,CNY,0.698,0,0,0,27287
1652,162411.XSHE,162411,2018/7/18,0.701,2018/7/19,0.701,CNY,0.701,0.003,0.4298,0.4298,27287
1653,162411.XSHE,162411,2018/7/19,0.707,2018/7/20,0.707,CNY,0.707,0.006,0.8559,0.8559,27287
1654,162411.XSHE,162411,2018/7/20,0.709,2018/7/20,0.709,CNY,0.709,0.002,0.2829,0.2829,27287
1655,162411.XSHE,162411,2018/7/23,0.706,2018/7/23,0.706,CNY,0.706,-0.003,-0.4231,-0.4231,27287
1656,162411.XSHE,162411,2018/7/24,0.715,2018/7/25,0.715,CNY,0.715,0.009,1.2748,1.2748,27287
1657,162411.XSHE,162411,2018/7/25,0.722,2018/7/25,0.722,CNY,0.722,0.007,0.979,0.979,27287
1658,162411.XSHE,162411,2018/7/26,0.72,2018/7/26,0.72,CNY,0.72,-0.002,-0.277,-0.277,27287
1659,162411.XSHE,162411,2018/7/27,0.708,2018/7/30,0.708,CNY,0.708,-0.012,-1.6667,-1.6667,27287
1660,162411.XSHE,162411,2018/7/30,0.723,2018/7/31,0.723,CNY,0.723,0.015,2.1186,2.1186,27287
1661,162411.XSHE,162411,2018/7/31,0.723,2018/8/1,0.723,CNY,0.723,0,0,0,27287
1662,162411.XSHE,162411,2018/8/1,0.713,2018/8/1,0.713,CNY,0.713,-0.01,-1.3831,-1.3831,27287
1663,162411.XSHE,162411,2018/8/2,0.712,2018/8/3,0.712,CNY,0.712,-0.001,-0.1403,-0.1403,27287
1664,162411.XSHE,162411,2018/8/3,0.708,2018/8/3,0.708,CNY,0.708,-0.004,-0.5618,-0.5618,27287
1665,162411.XSHE,162411,2018/8/6,0.715,2018/8/6,0.715,CNY,0.715,0.007,0.9887,0.9887,27287
1666,162411.XSHE,162411,2018/8/7,0.715,2018/8/8,0.715,CNY,0.715,0,0,0,27287
1667,162411.XSHE,162411,2018/8/8,0.703,2018/8/8,0.703,CNY,0.703,-0.012,-1.6783,-1.6783,27287
1668,162411.XSHE,162411,2018/8/9,0.698,2018/8/9,0.698,CNY,0.698,-0.005,-0.7112,-0.7112,27287
1669,162411.XSHE,162411,2018/8/10,0.704,2018/8/10,0.704,CNY,0.704,0.006,0.8596,0.8596,27287
1670,162411.XSHE,162411,2018/8/13,0.69,2018/8/13,0.69,CNY,0.69,-0.014,-1.9886,-1.9886,27287
1671,162411.XSHE,162411,2018/8/14,0.697,2018/8/14,0.697,CNY,0.697,0.007,1.0145,1.0145,27287
1672,162411.XSHE,162411,2018/8/15,0.668,2018/8/16,0.668,CNY,0.668,-0.029,-4.1607,-4.1607,27287
1673,162411.XSHE,162411,2018/8/16,0.674,2018/8/17,0.674,CNY,0.674,0.006,0.8982,0.8982,27287
1674,162411.XSHE,162411,2018/8/17,0.678,2018/8/17,0.678,CNY,0.678,0.004,0.5935,0.5935,27287
1675,162411.XSHE,162411,2018/8/20,0.682,2018/8/20,0.682,CNY,0.682,0.004,0.59,0.59,27287
1676,162411.XSHE,162411,2018/8/21,0.691,2018/8/21,0.691,CNY,0.691,0.009,1.3196,1.3196,27287
1677,162411.XSHE,162411,2018/8/22,0.703,2018/8/22,0.703,CNY,0.703,0.012,1.7366,1.7366,27287
1678,162411.XSHE,162411,2018/8/23,0.702,2018/8/23,0.702,CNY,0.702,-0.001,-0.1422,-0.1422,27287
1679,162411.XSHE,162411,2018/8/24,0.713,2018/8/24,0.713,CNY,0.713,0.011,1.567,1.567,27287
1680,162411.XSHE,162411,2018/8/27,0.713,2018/8/28,0.713,CNY,0.713,0,0,0,27287
1681,162411.XSHE,162411,2018/8/28,0.702,2018/8/29,0.702,CNY,0.702,-0.011,-1.5428,-1.5428,27287
1682,162411.XSHE,162411,2018/8/29,0.712,2018/8/29,0.712,CNY,0.712,0.01,1.4245,1.4245,27287
1683,162411.XSHE,162411,2018/8/30,0.715,2018/8/30,0.715,CNY,0.715,0.003,0.4213,0.4213,27287
1684,162411.XSHE,162411,2018/8/31,0.713,2018/9/3,0.713,CNY,0.713,-0.002,-0.2797,-0.2797,27287
1685,162411.XSHE,162411,2018/9/3,0.714,2018/9/4,0.714,CNY,0.714,0.001,0.1403,0.1403,27287
1686,162411.XSHE,162411,2018/9/4,0.704,2018/9/5,0.704,CNY,0.704,-0.01,-1.4006,-1.4006,27287
1687,162411.XSHE,162411,2018/9/5,0.701,2018/9/5,0.701,CNY,0.701,-0.003,-0.4261,-0.4261,27287
1688,162411.XSHE,162411,2018/9/6,0.679,2018/9/6,0.679,CNY,0.679,-0.022,-3.1384,-3.1384,27287
1689,162411.XSHE,162411,2018/9/7,0.674,2018/9/10,0.674,CNY,0.674,-0.005,-0.7364,-0.7364,27287
1690,162411.XSHE,162411,2018/9/10,0.677,2018/9/11,0.677,CNY,0.677,0.003,0.4451,0.4451,27287
1691,162411.XSHE,162411,2018/9/11,0.69,2018/9/12,0.69,CNY,0.69,0.013,1.9202,1.9202,27287
1692,162411.XSHE,162411,2018/9/12,0.7,2018/9/13,0.7,CNY,0.7,0.01,1.4493,1.4493,27287
1693,162411.XSHE,162411,2018/9/13,0.695,2018/9/14,0.695,CNY,0.695,-0.005,-0.7143,-0.7143,27287
1694,162411.XSHE,162411,2018/9/14,0.697,2018/9/17,0.697,CNY,0.697,0.002,0.2878,0.2878,27287
1695,162411.XSHE,162411,2018/9/17,0.697,2018/9/18,0.697,CNY,0.697,0,0,0,27287
1696,162411.XSHE,162411,2018/9/18,0.707,2018/9/18,0.707,CNY,0.707,0.01,1.4347,1.4347,27287
1697,162411.XSHE,162411,2018/9/19,0.714,2018/9/19,0.714,CNY,0.714,0.007,0.9901,0.9901,27287
1698,162411.XSHE,162411,2018/9/20,0.712,2018/9/20,0.712,CNY,0.712,-0.002,-0.2801,-0.2801,27287
1699,162411.XSHE,162411,2018/9/21,0.716,2018/9/21,0.716,CNY,0.716,0.004,0.5618,0.5618,27287
1700,162411.XSHE,162411,2018/9/25,0.736,2018/9/25,0.736,CNY,0.736,0.02,2.7933,2.7933,27287
1701,162411.XSHE,162411,2018/9/26,0.724,2018/9/27,0.724,CNY,0.724,-0.012,-1.6304,-1.6304,27287
1702,162411.XSHE,162411,2018/9/27,0.731,2018/9/28,0.731,CNY,0.731,0.007,0.9669,0.9669,27287
1703,162411.XSHE,162411,2018/9/28,0.735,2018/10/8,0.735,CNY,0.735,0.004,0.5472,0.5472,27287
1704,162411.XSHE,162411,2018/10/8,0.738,2018/10/9,0.738,CNY,0.738,0.003,0.4082,1.7687,27287
1705,162411.XSHE,162411,2018/10/9,0.748,2018/10/10,0.748,CNY,0.748,0.01,1.355,-3.252,27287
1706,162411.XSHE,162411,2018/10/10,0.714,2018/10/11,0.714,CNY,0.714,-0.034,-4.5455,-4.5455,27287
1707,162411.XSHE,162411,2018/10/11,0.694,2018/10/11,0.694,CNY,0.694,-0.02,-2.8011,-2.8011,27287
1708,162411.XSHE,162411,2018/10/12,0.703,2018/10/15,0.703,CNY,0.703,0.009,1.2968,1.2968,27287
1709,162411.XSHE,162411,2018/10/15,0.705,2018/10/15,0.705,CNY,0.705,0.002,0.2845,0.2845,27287
1710,162411.XSHE,162411,2018/10/16,0.715,2018/10/16,0.715,CNY,0.715,0.01,1.4184,1.4184,27287
1711,162411.XSHE,162411,2018/10/17,0.701,2018/10/17,0.701,CNY,0.701,-0.014,-1.958,-1.958,27287
1712,162411.XSHE,162411,2018/10/18,0.693,2018/10/18,0.693,CNY,0.693,-0.008,-1.1412,-1.1412,27287
1713,162411.XSHE,162411,2018/10/19,0.686,2018/10/19,0.686,CNY,0.686,-0.007,-1.0101,-1.0101,27287
1714,162411.XSHE,162411,2018/10/22,0.674,2018/10/22,0.674,CNY,0.674,-0.012,-1.7493,-1.7493,27287
1715,162411.XSHE,162411,2018/10/23,0.653,2018/10/23,0.653,CNY,0.653,-0.021,-3.1157,-3.1157,27287
1716,162411.XSHE,162411,2018/10/24,0.616,2018/10/24,0.616,CNY,0.616,-0.037,-5.6662,-5.6662,27287
1717,162411.XSHE,162411,2018/10/25,0.627,2018/10/26,0.627,CNY,0.627,0.011,1.7857,1.7857,27287
1718,162411.XSHE,162411,2018/10/26,0.62,2018/10/26,0.62,CNY,0.62,-0.007,-1.1164,-1.1164,27287
1719,162411.XSHE,162411,2018/10/29,0.598,2018/10/29,0.598,CNY,0.598,-0.022,-3.5484,-3.5484,27287
1720,162411.XSHE,162411,2018/10/30,0.613,2018/10/30,0.613,CNY,0.613,0.015,2.5084,2.5084,27287
1721,162411.XSHE,162411,2018/10/31,0.625,2018/11/1,0.625,CNY,0.625,0.012,1.9576,1.9576,27287
1722,162411.XSHE,162411,2018/11/1,0.636,2018/11/1,0.636,CNY,0.636,0.011,1.76,1.76,27287
1723,162411.XSHE,162411,2018/11/2,0.623,2018/11/2,0.623,CNY,0.623,-0.013,-2.044,-2.044,27287
1724,162411.XSHE,162411,2018/11/5,0.637,2018/11/5,0.637,CNY,0.637,0.014,2.2472,2.2472,27287
1725,162411.XSHE,162411,2018/11/6,0.632,2018/11/6,0.632,CNY,0.632,-0.005,-0.7849,-0.7849,27287
1726,162411.XSHE,162411,2018/11/7,0.647,2018/11/7,0.647,CNY,0.647,0.015,2.3734,2.3734,27287
1727,162411.XSHE,162411,2018/11/8,0.625,2018/11/8,0.625,CNY,0.625,-0.022,-3.4003,-3.4003,27287
1728,162411.XSHE,162411,2018/11/9,0.627,2018/11/9,0.627,CNY,0.627,0.002,0.32,0.32,27287
1729,162411.XSHE,162411,2018/11/12,0.606,2018/11/13,0.606,CNY,0.606,-0.021,-3.3493,-3.3493,27287
1730,162411.XSHE,162411,2018/11/13,0.594,2018/11/14,0.594,CNY,0.594,-0.012,-1.9802,-1.9802,27287
1731,162411.XSHE,162411,2018/11/14,0.592,2018/11/14,0.592,CNY,0.592,-0.002,-0.3367,-0.3367,27287
1732,162411.XSHE,162411,2018/11/15,0.6,2018/11/15,0.6,CNY,0.6,0.008,1.3514,1.3514,27287
1733,162411.XSHE,162411,2018/11/16,0.6,2018/11/16,0.6,CNY,0.6,0,0,0,27287
1734,162411.XSHE,162411,2018/11/19,0.595,2018/11/19,0.595,CNY,0.595,-0.005,-0.8333,-0.8333,27287
1735,162411.XSHE,162411,2018/11/20,0.569,2018/11/20,0.569,CNY,0.569,-0.026,-4.3697,-4.3697,27287
1736,162411.XSHE,162411,2018/11/21,0.584,2018/11/22,0.584,CNY,0.584,0.015,2.6362,2.6362,27287
1737,162411.XSHE,162411,2018/11/22,0.583,2018/11/22,0.583,CNY,0.583,-0.001,-0.1712,-0.1712,27287
1738,162411.XSHE,162411,2018/11/23,0.562,2018/11/26,0.562,CNY,0.562,-0.021,-3.6021,-3.6021,27287
1739,162411.XSHE,162411,2018/11/26,0.573,2018/11/26,0.573,CNY,0.573,0.011,1.9573,1.9573,27287
1740,162411.XSHE,162411,2018/11/27,0.565,2018/11/28,0.565,CNY,0.565,-0.008,-1.3962,-1.3962,27287
1741,162411.XSHE,162411,2018/11/28,0.573,2018/11/28,0.573,CNY,0.573,0.008,1.4159,1.4159,27287
1742,162411.XSHE,162411,2018/11/29,0.575,2018/11/29,0.575,CNY,0.575,0.002,0.349,0.349,27287
1743,162411.XSHE,162411,2018/11/30,0.567,2018/12/3,0.567,CNY,0.567,-0.008,-1.3913,-1.3913,27287
1744,162411.XSHE,162411,2018/12/3,0.586,2018/12/3,0.586,CNY,0.586,0.019,3.351,3.351,27287
1745,162411.XSHE,162411,2018/12/4,0.563,2018/12/4,0.563,CNY,0.563,-0.023,-3.9249,-3.9249,27287
1746,162411.XSHE,162411,2018/12/5,0.559,2018/12/5,0.559,CNY,0.559,-0.004,-0.7105,-0.7105,27287
1747,162411.XSHE,162411,2018/12/6,0.544,2018/12/6,0.544,CNY,0.544,-0.015,-2.6834,-2.6834,27287
1748,162411.XSHE,162411,2018/12/7,0.542,2018/12/10,0.542,CNY,0.542,-0.002,-0.3676,-0.3676,27287
1749,162411.XSHE,162411,2018/12/10,0.526,2018/12/10,0.526,CNY,0.526,-0.016,-2.952,-2.952,27287
1750,162411.XSHE,162411,2018/12/11,0.527,2018/12/11,0.527,CNY,0.527,0.001,0.1901,0.1901,27287
1751,162411.XSHE,162411,2018/12/12,0.53,2018/12/12,0.53,CNY,0.53,0.003,0.5693,0.5693,27287
1752,162411.XSHE,162411,2018/12/13,0.525,2018/12/13,0.525,CNY,0.525,-0.005,-0.9434,-0.9434,27287
1753,162411.XSHE,162411,2018/12/14,0.502,2018/12/14,0.502,CNY,0.502,-0.023,-4.381,-4.381,27287
1754,162411.XSHE,162411,2018/12/17,0.49,2018/12/17,0.49,CNY,0.49,-0.012,-2.3904,-2.3904,27287
1755,162411.XSHE,162411,2018/12/18,0.477,2018/12/18,0.477,CNY,0.477,-0.013,-2.6531,-2.6531,27287
1756,162411.XSHE,162411,2018/12/19,0.469,2018/12/19,0.469,CNY,0.469,-0.008,-1.6771,-1.6771,27287
1757,162411.XSHE,162411,2018/12/20,0.454,2018/12/21,0.454,CNY,0.454,-0.015,-3.1983,-3.1983,27287
1758,162411.XSHE,162411,2018/12/21,0.443,2018/12/21,0.443,CNY,0.443,-0.011,-2.4229,-2.4229,27287
1759,162411.XSHE,162411,2018/12/24,0.424,2018/12/25,0.424,CNY,0.424,-0.019,-4.2889,-4.2889,27287
1760,162411.XSHE,162411,2018/12/25,0.424,2018/12/25,0.424,CNY,0.424,0,0,0,27287
1761,162411.XSHE,162411,2018/12/26,0.463,2018/12/27,0.463,CNY,0.463,0.039,9.1981,9.1981,27287
1762,162411.XSHE,162411,2018/12/27,0.467,2018/12/27,0.467,CNY,0.467,0.004,0.8639,0.8639,27287
1763,162411.XSHE,162411,2018/12/28,0.458,2018/12/28,0.458,CNY,0.458,-0.009,-1.9272,-1.9272,27287
1764,162411.XSHE,162411,2018/12/31,0.46,2019/1/1,0.46,CNY,0.46,0.002,0.4367,0.4367,27287
1765,162411.XSHE,162411,2019/1/2,0.472,2019/1/3,0.472,CNY,0.472,0.012,2.6087,2.6087,27287
1766,162411.XSHE,162411,2019/1/3,0.47,2019/1/3,0.47,CNY,0.47,-0.002,-0.4237,-0.4237,27287
1767,162411.XSHE,162411,2019/1/4,0.495,2019/1/4,0.495,CNY,0.495,0.025,5.3191,5.3191,27287
1768,162411.XSHE,162411,2019/1/7,0.511,2019/1/8,0.511,CNY,0.511,0.016,3.2323,3.2323,27287
1769,162411.XSHE,162411,2019/1/8,0.514,2019/1/8,0.514,CNY,0.514,0.003,0.5871,0.5871,27287
1770,162411.XSHE,162411,2019/1/9,0.527,2019/1/10,0.527,CNY,0.527,0.013,2.5292,2.5292,27287
1771,162411.XSHE,162411,2019/1/10,0.526,2019/1/11,0.526,CNY,0.526,-0.001,-0.1898,-0.1898,27287
1772,162411.XSHE,162411,2019/1/11,0.518,2019/1/11,0.518,CNY,0.518,-0.008,-1.5209,-1.5209,27287
1773,162411.XSHE,162411,2019/1/14,0.517,2019/1/14,0.517,CNY,0.517,-0.001,-0.1931,-0.1931,27287
1774,162411.XSHE,162411,2019/1/15,0.522,2019/1/15,0.522,CNY,0.522,0.005,0.9671,0.9671,27287
1775,162411.XSHE,162411,2019/1/16,0.523,2019/1/16,0.523,CNY,0.523,0.001,0.1916,0.1916,27287
1776,162411.XSHE,162411,2019/1/17,0.526,2019/1/18,0.526,CNY,0.526,0.003,0.5736,0.5736,27287
1777,162411.XSHE,162411,2019/1/18,0.536,2019/1/18,0.536,CNY,0.536,0.01,1.9011,1.9011,27287
1778,162411.XSHE,162411,2019/1/21,0.537,2019/1/22,0.537,CNY,0.537,0.001,0.1866,0.1866,27287
1779,162411.XSHE,162411,2019/1/22,0.516,2019/1/22,0.516,CNY,0.516,-0.021,-3.9106,-3.9106,27287
1780,162411.XSHE,162411,2019/1/23,0.509,2019/1/24,0.509,CNY,0.509,-0.007,-1.3566,-1.3566,27287
1781,162411.XSHE,162411,2019/1/24,0.511,2019/1/25,0.511,CNY,0.511,0.002,0.3929,0.3929,27287
1782,162411.XSHE,162411,2019/1/25,0.521,2019/1/25,0.521,CNY,0.521,0.01,1.9569,1.9569,27287
1783,162411.XSHE,162411,2019/1/28,0.509,2019/1/28,0.509,CNY,0.509,-0.012,-2.3033,-2.3033,27287
1784,162411.XSHE,162411,2019/1/29,0.51,2019/1/29,0.51,CNY,0.51,0.001,0.1965,0.1965,27287
1785,162411.XSHE,162411,2019/1/30,0.524,2019/1/30,0.524,CNY,0.524,0.014,2.7451,2.7451,27287
1786,162411.XSHE,162411,2019/1/31,0.514,2019/1/31,0.514,CNY,0.514,-0.01,-1.9084,-1.9084,27287
1787,162411.XSHE,162411,2019/2/1,0.517,2019/2/11,0.517,CNY,0.517,0.003,0.5837,0.5837,27287
1788,162411.XSHE,162411,2019/2/11,0.489,2019/2/11,0.489,CNY,0.489,-0.028,-5.4159,-5.4159,27287
1789,162411.XSHE,162411,2019/2/12,0.496,2019/2/12,0.496,CNY,0.496,0.007,1.4315,1.4315,27287
1790,162411.XSHE,162411,2019/2/13,0.505,2019/2/13,0.505,CNY,0.505,0.009,1.8145,1.8145,27287
1791,162411.XSHE,162411,2019/2/14,0.512,2019/2/15,0.512,CNY,0.512,0.007,1.3861,1.3861,27287
1792,162411.XSHE,162411,2019/2/15,0.524,2019/2/15,0.524,CNY,0.524,0.012,2.3438,2.3438,27287
1793,162411.XSHE,162411,2019/2/18,0.524,2019/2/19,0.524,CNY,0.524,0,0,0,27287
1794,162411.XSHE,162411,2019/2/19,0.522,2019/2/19,0.522,CNY,0.522,-0.002,-0.3817,-0.3817,27287
1795,162411.XSHE,162411,2019/2/20,0.527,2019/2/20,0.527,CNY,0.527,0.005,0.9579,0.9579,27287
1796,162411.XSHE,162411,2019/2/21,0.51,2019/2/21,0.51,CNY,0.51,-0.017,-3.2258,-3.2258,27287
1797,162411.XSHE,162411,2019/2/22,0.514,2019/2/22,0.514,CNY,0.514,0.004,0.7843,0.7843,27287
1798,162411.XSHE,162411,2019/2/25,0.513,2019/2/25,0.513,CNY,0.513,-0.001,-0.1946,-0.1946,27287
1799,162411.XSHE,162411,2019/2/26,0.504,2019/2/27,0.504,CNY,0.504,-0.009,-1.7544,-1.7544,27287
1800,162411.XSHE,162411,2019/2/27,0.505,2019/2/27,0.505,CNY,0.505,0.001,0.1984,0.1984,27287
1801,162411.XSHE,162411,2019/2/28,0.498,2019/3/1,0.498,CNY,0.498,-0.007,-1.3861,-1.3861,27287
1802,162411.XSHE,162411,2019/3/1,0.509,2019/3/4,0.509,CNY,0.509,0.011,2.2088,2.2088,27287
1803,162411.XSHE,162411,2019/3/4,0.513,2019/3/4,0.513,CNY,0.513,0.004,0.7859,0.7859,27287
1804,162411.XSHE,162411,2019/3/5,0.508,2019/3/5,0.508,CNY,0.508,-0.005,-0.9747,-0.9747,27287
1805,162411.XSHE,162411,2019/3/6,0.495,2019/3/7,0.495,CNY,0.495,-0.013,-2.5591,-2.5591,27287
